name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,url
Tlil Mask (Greater),Standard,"Treasure Vault pg. 155, Pathfinder #169: Kindled Magic pg. 75",Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,600 gp,L,worn mask,/Equipment.aspx?ID=2356
Tome of Restorative Cleansing (Moderate),Standard,Treasure Vault pg. 113,Common,"Grimoire, Magical",Grimoires,,9,600 gp,L,,/Equipment.aspx?ID=2183
Turnabout Shield,Standard,Treasure Vault pg. 23,Common,Magical,Shields,Specific Shields,9,600 gp,1,held in 1 hand,/Equipment.aspx?ID=1862
Underwater Firing Mechanism,Standard,Guns & Gears (Remastered) pg. 184,Uncommon,"Magical, Uncommon",Customizations,Other Modifications,9,600 gp,,attached to firearm (firing mechanism),/Equipment.aspx?ID=1224
Vine of Roses,Standard,Grand Bazaar pg. 85,Uncommon,"Evocation, Good, Light, Magical, Uncommon",Weapons,Specific Magic Weapons,9,600 gp,1,held in 2 hands,/Equipment.aspx?ID=1384
Wraithweave Patch (Type I),Standard,Pathfinder #184: The Ghouls Hunger pg. 81,Rare,"Conjuration, Magical, Rare",Held Items,,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=1724
Eyes Of The Moonwarden,Limited,"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,620 gp,,worn pendant,/Equipment.aspx?ID=3673
Thrasher Tail,Standard,Treasure Vault pg. 109,Rare,"Clockwork, Kobold, Mechanical, Rare",Assistive Items,Tails,9,620 gp,1,worn,/Equipment.aspx?ID=2164
Advancing,Standard,Treasure Vault pg. 12,Common,Magical,Runes,Armor Property Runes,9,625 gp,,etched onto heavy armor,/Equipment.aspx?ID=1827
Dragonaut's Wingsuit,Standard,"[Draconic Codex
](/Sources.aspx?ID=277) pg. 223",Uncommon,"Invested, Magical, Uncommon",Armor,Specific Magic Armor,9,625 gp,L,worn armor,/Equipment.aspx?ID=4013
Warding Escutcheon,Standard,Treasure Vault pg. 23,Common,Magical,Shields,Specific Shields,9,625 gp,4,held in 1 hand,/Equipment.aspx?ID=1863
Triton's Conch,Standard,Core Rulebook pg. 576,Common,"Magical, Transmutation",Held Items,,9,640 gp,L,held in 1 hand,/Equipment.aspx?ID=269
Armbands of Athleticism,Standard,GM Core pg. 285,Common,"Invested, Magical",Worn Items,Other Worn Items,9,645 gp,L,worn armbands,/Equipment.aspx?ID=3057
Aeon Stone (Cymophane Cabochon),Standard,Rage of Elements pg. 98,Uncommon,"Earth, Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,9,650 gp,,worn,/Equipment.aspx?ID=407
Belt of the Five Kings,Standard,Core Rulebook pg. 606,Uncommon,"Enchantment, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,650 gp,L,worn belt,/Equipment.aspx?ID=410
Blast Suit,Limited,Pathfinder #180: The Smoking Gun pg. 74,Uncommon,"Abjuration, Invested, Magical, Uncommon",Armor,Specific Magic Armor,9,650 gp,2,worn armor,/Equipment.aspx?ID=1601
Bracers of Missile Deflection (Greater),Standard,GM Core pg. 286,Common,"Invested, Magical",Worn Items,Other Worn Items,9,650 gp,L,worn bracers,/Equipment.aspx?ID=3061
Chain of the Stilled Spirit,,Pathfinder #158: Sixty Feet Under pg. 75,Uncommon,"Magical, Necromancy, Uncommon",Held Items,,9,650 gp,2,held in 2 hands,/Equipment.aspx?ID=812
Chaplain's Cudgel,Standard,GM Core pg. 242,Common,Magical,Weapons,Specific Magic Weapons,9,650 gp,1,held in 1 or 2 hands,/Equipment.aspx?ID=2864
Coyote Cloak (Greater),Standard,GM Core pg. 288,Common,"Invested, Magical",Worn Items,Other Worn Items,9,650 gp,,worn cloak,/Equipment.aspx?ID=3071
Crushing (Greater),Standard,Grand Bazaar pg. 42,Uncommon,"Magical, Necromancy, Uncommon",Runes,Weapon Property Runes,9,650 gp,,etched onto a bludgeoning weapon,/Equipment.aspx?ID=1298
Cultist Cowl (Greater),Limited,Pathfinder #200: Seven Dooms for Sandpoint pg. 181,Uncommon,"Enchantment, Magical, Uncommon",Worn Items,Other Worn Items,9,650 gp,,worn cloak,/Equipment.aspx?ID=3443
Dancing Scarf (Greater),Standard,GM Core pg. 288,Common,"Invested, Magical, Visual",Worn Items,Other Worn Items,9,650 gp,,worn belt,/Equipment.aspx?ID=3074
Diver's Gloves (Moderate),Standard,Firebrands pg. 85,Uncommon,"Abjuration, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,650 gp,L,worn gloves,/Equipment.aspx?ID=2461
Diviner's Nose Chain,Standard,PFS Guide pg. 77,Uncommon,"Divination, Magical, Uncommon",Worn Items,Other Worn Items,9,650 gp,,worn,/Equipment.aspx?ID=855
Elemental Wayfinder (Air),Standard,PFS Guide pg. 122,Uncommon,"Air, Evocation, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,650 gp,,worn,/Equipment.aspx?ID=470
Enveloping Light (Greater),Standard,Grand Bazaar pg. 38,Uncommon,"Invested, Magical, Necromancy, Positive, Tattoo, Uncommon",Tattoos,,9,650 gp,,tattoo,/Equipment.aspx?ID=1290
Fireproof Gloves,Standard,Battlecry! pg. 149,Common,"Invested, Magical",Worn Items,Other Worn Items,9,650 gp,L,worn gloves,/Equipment.aspx?ID=3963
Force Shield,Standard,GM Core pg. 234,Uncommon,"Force, Magical, Uncommon",Shields,Specific Shields,9,650 gp,L,held in 1 hand,/Equipment.aspx?ID=2820
Gourd Home,Limited,Pathfinder #147: Tomorrow Must Burn pg. 72,Rare,"Conjuration, Extradimensional, Magical, Rare, Structure",Structures,,9,650 gp,L when not activated,,/Equipment.aspx?ID=509
Greater Killer’s Belt,Standard,Battlecry! pg. 150,Common,"Invested, Magical",Worn Items,Other Worn Items,9,650 gp,L,worn belt,/Equipment.aspx?ID=3968
Grisly Scythe,Limited,Kingmaker Companion Guide pg. 93,Rare,"Magical, Necromancy, Rare",Weapons,Specific Magic Weapons,9,650 gp,2,held in 2 hands,/Equipment.aspx?ID=1761
Humbug Pocket,Standard,GM Core pg. 290,Common,"Invested, Occult",Worn Items,Other Worn Items,9,650 gp,,worn,/Equipment.aspx?ID=3089
Librarian's Baton,Limited,Pathfinder Special: Fumbus,Rare,"Detection, Divination, Magical, Rare",Held Items,,9,650 gp,L,held in 1 hand,/Equipment.aspx?ID=1466
Linguist's Dictionary,Standard,Treasure Vault pg. 112,Common,"Grimoire, Magical",Grimoires,,9,650 gp,L,,/Equipment.aspx?ID=2180
Mage's Hat (Greater),Standard,GM Core pg. 292,Common,"Arcane, Invested",Worn Items,Other Worn Items,9,650 gp,,worn headwear,/Equipment.aspx?ID=3094
Malleable,Standard,Rage of Elements pg. 146,Common,"Magical, Metal",Runes,Armor Property Runes,9,650 gp,,etched onto a metal medium or heavy armor,/Equipment.aspx?ID=2614
Nemesis Name,Standard,Treasure Vault pg. 121,Common,"Invested, Magical, Tattoo",Tattoos,,9,650 gp,,tattooed on the body,/Equipment.aspx?ID=2213
Paired (Greater),Standard,Grand Bazaar pg. 88,Uncommon,"Conjuration, Magical, Teleportation, Uncommon",Runes,Accessory Runes,9,650 gp,,each rune applied to a separate item that has pockets,/Equipment.aspx?ID=1388
Pendant of the Occult (Greater),Standard,GM Core pg. 293,Common,"Invested, Occult",Worn Items,Other Worn Items,9,650 gp,,worn,/Equipment.aspx?ID=3098
Persona Mask (Greater),Standard,GM Core pg. 293,Common,"Fortune, Invested, Magical",Worn Items,Other Worn Items,9,650 gp,,worn mask,/Equipment.aspx?ID=3099
Pontoon,Standard,Treasure Vault pg. 144,Common,Magical,Runes,Accessory Runes,9,650 gp,,applied to footwear,/Equipment.aspx?ID=2301
Portable Inspiring Spotlight,Standard,"Rival Academies pg. 55, Pathfinder #152: Legacy of the Lost God pg. 73",Rare,"Light, Magical, Rare",Other,,9,650 gp,3,,/Equipment.aspx?ID=3531
Sanguine Fang,Standard,Treasure Vault pg. 128,Common,"Magical, Spellheart, Void",Spellhearts,,9,650 gp,,affixed to armor or a weapon,/Equipment.aspx?ID=2239
Sanguine Klar,Standard,Treasure Vault pg. 22,Common,Magical,Shields,Specific Shields,9,650 gp,1,held in 1 hand,/Equipment.aspx?ID=1859
Shadefield Knife,Limited,"Pathfinder #208: Hoof, Cinder, and Storm pg. 81",Rare,"Magical, Rare",Weapons,Specific Magic Weapons,9,650 gp,L,held in 1 hand,/Equipment.aspx?ID=3680
Shadow (Greater),Standard,GM Core pg. 227,Common,"Magical, Shadow",Runes,Armor Property Runes,9,650 gp,,etched onto light or medium armor,/Equipment.aspx?ID=2793
Shining Symbol (Greater),Standard,GM Core pg. 295,Common,"Divine, Invested, Light",Worn Items,Other Worn Items,9,650 gp,,worn,/Equipment.aspx?ID=3109
Starless Scope,,Malevolence pg. 67,Unique,"Divination, Divine, Magical, Unique",Held Items,,9,650 gp,1,held in 1 hand,/Equipment.aspx?ID=954
Thunderblast Slippers,Standard,Treasure Vault pg. 151,Common,"Invested, Magical, Sonic",Worn Items,Other Worn Items,9,650 gp,L,worn shoes,/Equipment.aspx?ID=2331
Timpani of Panic,Standard,Battlecry! pg. 147,Common,Magical,Held Items,,9,650 gp,1,held in 2 hands,/Equipment.aspx?ID=3949
Toxic Blood,Standard,Howl of the Wild pg. 99,Common,"Graft, Invested, Magical, Poison",Grafts,,9,650 gp,,implanted,/Equipment.aspx?ID=3192
Vigilant Eye,Standard,Treasure Vault pg. 129,Common,"Magical, Spellheart",Spellhearts,,9,650 gp,,affixed to armor or a weapon,/Equipment.aspx?ID=2241
Djezet Shield (Standard-Grade),Standard,Grand Bazaar pg. 98,Rare,Rare,Shields,Precious Material Shields,9,660 gp,1,varies by shield,/Equipment.aspx?ID=1413
Portable,Standard,Treasure Vault pg. 13,Common,Magical,Runes,Armor Property Runes,9,660 gp,,etched onto armor,/Equipment.aspx?ID=1835
Submersible Helm,Standard,Treasure Vault pg. 152,Common,"Invested, Magical",Worn Items,Other Worn Items,9,660 gp,L,worn headwear,/Equipment.aspx?ID=2337
Tracker's Goggles (Greater),Standard,GM Core pg. 296,Common,"Invested, Magical",Worn Items,Other Worn Items,9,660 gp,,worn eyepiece,/Equipment.aspx?ID=3113
Camouflaging Chromatophores (Greater),Standard,Howl of the Wild pg. 98,Uncommon,"Graft, Invested, Magical, Uncommon",Grafts,,9,665 gp,,implanted,/Equipment.aspx?ID=3180
Dragonslayer's Shield,Standard,GM Core pg. 234,Uncommon,"Magical, Uncommon",Shields,Specific Shields,9,670 gp,1,held in 1 hand,/Equipment.aspx?ID=2818
Ventriloquist's Ring (Greater),Standard,GM Core pg. 296,Common,"Invested, Magical",Worn Items,Other Worn Items,9,670 gp,,worn,/Equipment.aspx?ID=3114
Broadleaf Shield (Greater),Standard,Rage of Elements pg. 200,Common,"Magical, Plant, Wood",Shields,Specific Shields,9,675 gp,L,held in 1 hand,/Equipment.aspx?ID=2638
Fauna Guardian,Standard,Treasure Vault pg. 120,Uncommon,"Invested, Magical, Tattoo, Uncommon",Tattoos,,9,675 gp,,tattooed on the body,/Equipment.aspx?ID=2205
Injigo's Loving Embrace,Limited,Season of Ghosts (Hardcover) pg. 305,Unique,"Magical, Unique",Held Items,,9,675 gp,,held in 2 hands,/Equipment.aspx?ID=4099
Knapsack of Halflingkind,Standard,Core Rulebook pg. 612,Uncommon,"Conjuration, Extradimensional, Healing, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,675 gp,L,worn backpack,/Equipment.aspx?ID=446
Victory Plate,Standard,Advanced Player's Guide pg. 264,Uncommon,"Abjuration, Invested, Magical, Uncommon",Armor,Specific Magic Armor,9,675 gp,4,worn armor,/Equipment.aspx?ID=752
Bountiful Cauldron,Limited,Pathfinder #147: Tomorrow Must Burn pg. 71,Uncommon,"Conjuration, Magical, Uncommon",Other,,9,680 gp,2,,/Equipment.aspx?ID=506
Phylactery of Faithfulness,Standard,Core Rulebook pg. 614,Common,"Divination, Divine, Invested",Worn Items,Other Worn Items,9,680 gp,L,worn circlet,/Equipment.aspx?ID=452
Sapling Shield (Moderate),Standard,Treasure Vault pg. 22,Common,Magical,Shields,Specific Shields,9,680 gp,2,held in 1 hand,/Equipment.aspx?ID=1860
Wisp Chain,Standard,Rage of Elements pg. 76,Common,"Air, Invested, Magical",Armor,Specific Magic Armor,9,685 gp,,worn armor,/Equipment.aspx?ID=2587
Anchor of Aquatic Exploration,Standard,Treasure Vault pg. 114,Uncommon,"Magical, Uncommon",Held Items,,9,690 gp,1,held in 1 hand,/Equipment.aspx?ID=2186
Arachnid Harness (Greater),Standard,Treasure Vault pg. 14,Common,"Invested, Magical",Armor,Specific Magic Armor,9,700 gp,1,worn armor,/Equipment.aspx?ID=1839
Arboreal Boots (Greater),Standard,GM Core pg. 285,Common,"Invested, Primal",Worn Items,Other Worn Items,9,700 gp,L,worn shoes,/Equipment.aspx?ID=3056
Arboreal Wand (2nd-rank spell),Limited,Pathfinder #201: Pactbreaker pg. 241,Rare,"Healing, Magical, Rare, Vitality, Wand",Wands,Magic Wands,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=3718
Ashen,Standard,Highhelm pg. 58,Uncommon,"Enchantment, Magical, Uncommon",Runes,Weapon Property Runes,9,700 gp,,etched onto a weapon,/Equipment.aspx?ID=2550
Autoload Leathers,Standard,Battlecry! pg. 120,Common,"Invested, Magical",Armor,Specific Magic Armor,9,700 gp,1,worn armor,/Equipment.aspx?ID=3803
Beastmaster's Sigil (Major),Standard,Treasure Vault pg. 124,Common,"Magical, Spellheart",Spellhearts,,9,700 gp,,affixed to armor or a weapon,/Equipment.aspx?ID=2226
Blood-Drinker Blade (Greater),Limited,Pathfinder #213: Thirst for Blood pg. 82,Uncommon,"Magical, Uncommon",Weapons,Specific Magic Weapons,9,700 gp,L,,/Equipment.aspx?ID=3788
Bravery Baldric (Haste),Standard,Treasure Vault pg. 145,Common,"Invested, Magical",Worn Items,Other Worn Items,9,700 gp,L,worn,/Equipment.aspx?ID=2309
Chimera Flail,Standard,Howl of the Wild pg. 102,Uncommon,"Magical, Uncommon",Weapons,Specific Magic Weapons,9,700 gp,2,held in 2 hands,/Equipment.aspx?ID=3205
Coating,Standard,Treasure Vault pg. 32,Common,"Extradimensional, Magical",Runes,Weapon Property Runes,9,700 gp,,etched onto a weapon,/Equipment.aspx?ID=1865
Cresset of Grisly Interrogation,,Crown of the Kobold King pg. 114,Rare,"Magical, Necromancy, Rare",Held Items,,9,700 gp,1,held in 1 hand,/Equipment.aspx?ID=1726
Crimson Brand,Standard,Character Guide pg. 82,Uncommon,"Evocation, Magical, Uncommon",Weapons,Specific Magic Weapons,9,700 gp,1,held in 1 or 2 hands,/Equipment.aspx?ID=515
Crimson Fulcrum Lens,,Pathfinder #165: Eyes of Empty Death pg. 75,Unique,"Enchantment, Invested, Occult, Unique",Other,,9,700 gp,1,,/Equipment.aspx?ID=942
Crown of the Kobold King,Limited,Crown of the Kobold King pg. 114,Unique,"Enchantment, Invested, Magical, Unique",Worn Items,Other Worn Items,9,700 gp,,worn headwear,/Equipment.aspx?ID=1727
Dragon Turtle Plate,Standard,Treasure Vault pg. 15,Common,"Invested, Magical",Armor,Specific Magic Armor,9,700 gp,3,worn armor,/Equipment.aspx?ID=1845
Dreamstone,Limited,Pathfinder #147: Tomorrow Must Burn pg. 71,Uncommon,"Enchantment, Magical, Uncommon",Held Items,,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=507
Elemental Wayfinder (Fire),Standard,PFS Guide pg. 122,Uncommon,"Evocation, Fire, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,700 gp,,worn,/Equipment.aspx?ID=470
Erraticannon,Limited,Pathfinder #180: The Smoking Gun pg. 75,Rare,"Magical, Rare, Transmutation",Weapons,Specific Magic Weapons,9,700 gp,1,held in 1 hand,/Equipment.aspx?ID=1602
Eternal Eruption of Pale Mountain,Standard,GM Core pg. 273,Common,"Fire, Magical",Held Items,,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=3020
Extending,Standard,GM Core pg. 237,Common,Magical,Runes,Weapon Property Runes,9,700 gp,,etched onto a melee weapon,/Equipment.aspx?ID=2836
Eye Slash (Major),Standard,Treasure Vault pg. 120,Common,"Invested, Magical, Tattoo",Tattoos,,9,700 gp,,tattooed on the body,/Equipment.aspx?ID=2206
Eyes of the Cat,Standard,GM Core pg. 290,Common,"Invested, Magical",Worn Items,Other Worn Items,9,700 gp,,worn eyepiece,/Equipment.aspx?ID=3084
Furnace of Endings (Greater),Standard,Highhelm pg. 58,Uncommon,"Fire, Invested, Magical, Transmutation, Uncommon",Held Items,,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=2552
Gloom Blade,Standard,GM Core pg. 242,Common,Magical,Weapons,Specific Magic Weapons,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=2866
Grievous,Standard,GM Core pg. 238,Common,Magical,Runes,Weapon Property Runes,9,700 gp,,etched onto a weapon,/Equipment.aspx?ID=2841
Growth Gun,Standard,Guns & Gears (Remastered) pg. 155,Uncommon,"Magical, Uncommon",Weapons,Beast Guns,9,700 gp,2,held in 1 hand,/Equipment.aspx?ID=1167
Guise of the Smirking Devil,Standard,Player Core 2 pg. 310,Common,"Auditory, Invested, Magical, Void",Worn Items,Other Worn Items,9,700 gp,,worn mask,/Equipment.aspx?ID=3434
Healer's Gloves (Greater),Standard,GM Core pg. 290,Common,"Invested, Magical",Worn Items,Other Worn Items,9,700 gp,L,worn gloves,/Equipment.aspx?ID=3087
Highhelm War Shield (Lesser),Standard,Highhelm pg. 112,Uncommon,"Abjuration, Magical, Uncommon",Shields,Specific Shields,9,700 gp,1,held in 1 hand,/Equipment.aspx?ID=2568
Horn of Blasting,Standard,Core Rulebook pg. 573,Common,"Evocation, Sonic",Held Items,,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=257
Hunter's Hagbook,,Pathfinder #182: Graveclaw pg. 77,Unique,"Fortune, Grimoire, Magical, Unique",Grimoires,,9,700 gp,L,,/Equipment.aspx?ID=1709
Immovable Arm,Standard,Grand Bazaar pg. 73,Common,"Magical, Transmutation",Assistive Items,Prostheses,9,700 gp,1,worn,/Equipment.aspx?ID=1368
Jann's Prism,Standard,Rage of Elements pg. 224,Common,Magical,Held Items,,9,700 gp,,held in 1 hand,/Equipment.aspx?ID=2655
Juubun's One Thousand Poems,Limited,Season of Ghosts (Hardcover) pg. 306,Unique,"Grimoire, Magical, Unique",Held Items,,9,700 gp,L,,/Equipment.aspx?ID=4101
Kinburi's Sandals of Bounding,Limited,Season of Ghosts (Hardcover) pg. 306,Unique,"Invested, Magical, Unique",Worn Items,Other Worn Items,9,700 gp,L,worn shoes,/Equipment.aspx?ID=4100
Leopard's Armor,Limited,Pathfinder #170: Spoken on the Song Wind pg. 76,Uncommon,"Magical, Transmutation, Uncommon",Armor,Specific Magic Armor,9,700 gp,2,worn armor,/Equipment.aspx?ID=1089
Library Robes,Standard,Treasure Vault pg. 15,Common,"Invested, Magical",Armor,Specific Magic Armor,9,700 gp,L,worn armor,/Equipment.aspx?ID=1848
Lucky Draw Bandolier,Standard,Guns & Gears (Remastered) pg. 180,Uncommon,"Invested, Magical, Uncommon",Customizations,Holsters,9,700 gp,L,worn,/Equipment.aspx?ID=1211
Magic Wand (4th-rank Spell),Standard,GM Core pg. 282,Common,"Magical, Wand",Wands,Magic Wands,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=3050
Mantis Embrace,Limited,Prey for Death pg. 104,Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,700 gp,L,worn gloves,/Equipment.aspx?ID=3496
Messenger's Ring,Standard,GM Core pg. 292,Common,"Invested, Magical",Worn Items,Other Worn Items,9,700 gp,,worn,/Equipment.aspx?ID=3096
Mindsponge,Limited,Gatewalkers (Hardcover) pg. 235,Unique,"Mental, Occult, Unique",Held Items,,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=4036
Mitigation Mail,Standard,Battlecry! pg. 122,Uncommon,"Invested, Magical, Uncommon",Armor,Specific Magic Armor,9,700 gp,2,worn armor,/Equipment.aspx?ID=3819
Obsidian Edge (Greater),Standard,Rage of Elements pg. 123,Uncommon,"Fire, Magical, Uncommon",Weapons,Specific Magic Weapons,9,700 gp,2,held in 2 hands,/Equipment.aspx?ID=2606
Onslaught Hide,Standard,Player Core 2 pg. 278,Common,"Invested, Magical",Armor,Specific Magic Armor,9,700 gp,2,worn armor,/Equipment.aspx?ID=3275
Preordained Spear,Limited,"[Pathfinder #218: Titanbane
](/Sources.aspx?ID=274) pg. 69",Rare,"Magical, Mythic, Rare",Weapons,Specific Magic Weapons,9,700 gp,1,held in 1 hand,/Equipment.aspx?ID=3998
Saurian Spike,Standard,Treasure Vault pg. 128,Common,"Magical, Spellheart",Spellhearts,,9,700 gp,,affixed to armor or a weapon,/Equipment.aspx?ID=2240
Screech Shooter,Standard,Guns & Gears (Remastered) pg. 155,Uncommon,"Magical, Uncommon",Weapons,Beast Guns,9,700 gp,2,held in 2 hands,/Equipment.aspx?ID=1169
Shell of Easy Breathing (Greater),Standard,Rage of Elements pg. 178,Common,"Magical, Water",Other,,9,700 gp,2,,/Equipment.aspx?ID=2632
Sonic Tuning Mace,Standard,Secrets of Magic pg. 189,Common,"Evocation, Magical, Sonic",Weapons,Specific Magic Weapons,9,700 gp,L,held in 1 hand,/Equipment.aspx?ID=1075
Sovereign Steel Chunk,Standard,Legends pg. 77,Rare,"Precious, Rare",Materials,,9,700 gp,L,,/Equipment.aspx?ID=776
Spangled Rider's Suit,,Pathfinder #152: Legacy of the Lost God pg. 75,Uncommon,"Divination, Invested, Magical, Uncommon",Armor,Specific Magic Armor,9,700 gp,1,"worn armor
",/Equipment.aspx?ID=591
Staff of the Ruling Beast,Limited,"[Pathfinder #218: Titanbane
](/Sources.aspx?ID=274) pg. 80",Unique,"Magical, Staff, Unique",Staves,,9,700 gp,1,held in 1 hand,/Equipment.aspx?ID=4006
Stole of Civility,,Pathfinder #152: Legacy of the Lost God pg. 75,Uncommon,"Enchantment, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,700 gp,L,"worn cloak
",/Equipment.aspx?ID=592
